nohup: les entrées sont ignorées

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-05-17 23:26:49 /api/mesure .................................. ~ 0.09ms
  2026-05-17 23:26:51 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:26:53 /api/mesure .................................. ~ 0.12ms
  2026-05-17 23:26:55 /api/mesure .................................. ~ 0.25ms
  2026-05-17 23:26:57 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:26:59 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:27:01 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:27:03 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:27:05 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:27:07 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:27:09 /api/mesure ................................ ~ 500.66ms
  2026-05-17 23:27:11 /api/mesure ................................ ~ 500.65ms
  2026-05-17 23:27:13 /api/mesure ................................ ~ 500.70ms
  2026-05-17 23:27:15 /api/mesure ................................ ~ 500.67ms
  2026-05-17 23:27:17 /api/mesure ................................ ~ 500.74ms
  2026-05-17 23:27:19 /api/mesure ................................ ~ 500.63ms
  2026-05-17 23:27:21 /api/mesure ................................ ~ 500.70ms
  2026-05-17 23:27:23 /api/mesure ................................ ~ 500.71ms
  2026-05-17 23:27:25 /api/mesure .................................. ~ 0.29ms
  2026-05-17 23:27:27 /api/mesure ................................ ~ 500.72ms
  2026-05-17 23:27:29 /api/mesure .................................. ~ 0.32ms
  2026-05-17 23:27:31 /api/mesure .................................. ~ 0.31ms
  2026-05-17 23:27:33 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:27:35 /api/mesure .................................. ~ 0.24ms
  2026-05-17 23:27:37 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:27:39 /api/mesure .................................. ~ 0.25ms
  2026-05-17 23:27:41 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:27:43 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:27:45 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:27:47 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:27:49 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:27:51 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:27:53 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:27:55 /api/mesure .................................. ~ 0.33ms
  2026-05-17 23:27:57 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:27:59 /api/mesure .................................. ~ 0.24ms
  2026-05-17 23:28:01 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:28:03 /api/mesure .................................. ~ 0.12ms
  2026-05-17 23:28:05 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:28:07 /api/mesure .................................. ~ 0.27ms
  2026-05-17 23:28:09 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:28:11 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:28:13 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:28:15 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:28:17 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:28:19 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:28:21 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:28:23 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:28:25 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:28:27 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:28:29 /api/mesure .................................. ~ 0.27ms
  2026-05-17 23:28:31 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:28:33 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:28:35 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:28:37 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:28:39 /api/mesure .................................. ~ 0.25ms
  2026-05-17 23:28:41 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:28:43 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:28:45 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:28:47 /api/mesure .................................. ~ 0.25ms
  2026-05-17 23:28:49 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:28:51 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:28:53 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:28:55 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:28:57 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:28:59 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:29:01 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:29:03 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:29:05 /api/mesure .................................. ~ 0.27ms
  2026-05-17 23:29:07 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:29:09 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:29:10 /sw.js ....................................... ~ 0.21ms
  2026-05-17 23:29:11 /api/mesure .................................. ~ 0.25ms
  2026-05-17 23:29:13 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:29:15 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:29:17 /api/mesure .................................. ~ 0.25ms
  2026-05-17 23:29:19 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:29:21 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:29:23 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:29:25 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:29:27 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:29:29 /api/mesure .................................. ~ 0.28ms
  2026-05-17 23:29:31 /api/mesure .................................. ~ 0.28ms
  2026-05-17 23:29:33 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:29:35 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:29:37 /api/mesure .................................. ~ 0.15ms
  2026-05-17 23:29:39 /api/mesure .................................. ~ 0.11ms
  2026-05-17 23:29:41 /api/mesure .................................. ~ 0.27ms
  2026-05-17 23:29:43 /api/mesure .................................. ~ 0.09ms
  2026-05-17 23:29:45 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:29:47 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:29:49 /api/mesure .................................. ~ 0.20ms
  2026-05-17 23:29:51 /api/mesure .................................. ~ 0.31ms
  2026-05-17 23:29:53 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:29:55 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:29:57 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:29:59 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:30:01 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:30:02 /dashboard ................................... ~ 0.16ms
  2026-05-17 23:30:02 /api/mesure .................................. ~ 0.72ms
  2026-05-17 23:30:03 /dashboard ................................... ~ 0.21ms
  2026-05-17 23:30:03 /api/mesure .................................. ~ 0.66ms
  2026-05-17 23:30:04 /dashboard ................................... ~ 0.35ms
  2026-05-17 23:30:04 /api/mesure .................................. ~ 1.62ms
  2026-05-17 23:30:04 /dashboard ................................... ~ 0.10ms
  2026-05-17 23:30:04 /api/mesure .................................. ~ 1.04ms
  2026-05-17 23:30:04 /sw.js ....................................... ~ 0.09ms
  2026-05-17 23:30:04 /dashboard ................................... ~ 0.12ms
  2026-05-17 23:30:04 /api/mesure ................................ ~ 502.41ms
  2026-05-17 23:30:04 /dashboard ................................... ~ 0.10ms
  2026-05-17 23:30:04 /api/mesure .................................. ~ 0.86ms
  2026-05-17 23:30:04 /dashboard ................................... ~ 0.10ms
  2026-05-17 23:30:04 /api/mesure .................................. ~ 0.62ms
  2026-05-17 23:30:04 /dashboard ................................... ~ 0.06ms
  2026-05-17 23:30:04 /api/mesure ................................ ~ 501.08ms
  2026-05-17 23:30:05 /dashboard ................................... ~ 0.09ms
  2026-05-17 23:30:05 /api/mesure .................................. ~ 0.90ms
  2026-05-17 23:30:05 /dashboard ................................... ~ 0.10ms
  2026-05-17 23:30:05 /api/mesure .................................. ~ 0.74ms
  2026-05-17 23:30:05 /dashboard ................................... ~ 0.10ms
  2026-05-17 23:30:05 /api/mesure ................................ ~ 501.00ms
  2026-05-17 23:30:05 /dashboard ................................... ~ 0.10ms
  2026-05-17 23:30:05 /api/mesure .................................. ~ 1.02ms
  2026-05-17 23:30:05 /dashboard ................................... ~ 0.11ms
  2026-05-17 23:30:05 /api/mesure .................................. ~ 0.99ms
  2026-05-17 23:30:05 /dashboard ................................... ~ 0.10ms
  2026-05-17 23:30:05 /api/mesure ................................ ~ 502.13ms
  2026-05-17 23:30:07 /sw.js ....................................... ~ 0.33ms
  2026-05-17 23:30:07 /api/mesure ................................ ~ 500.75ms
  2026-05-17 23:30:09 /api/mesure .................................. ~ 0.09ms
  2026-05-17 23:30:11 /api/mesure ................................ ~ 500.56ms
  2026-05-17 23:30:13 /api/mesure .................................. ~ 0.09ms
  2026-05-17 23:30:15 /api/mesure ................................ ~ 500.60ms
  2026-05-17 23:30:17 /api/mesure .................................. ~ 0.13ms
  2026-05-17 23:30:19 /api/mesure ................................ ~ 500.65ms
  2026-05-17 23:30:21 /api/mesure .................................. ~ 0.27ms
  2026-05-17 23:30:23 /api/mesure .................................. ~ 0.37ms
  2026-05-17 23:30:25 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:30:27 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:30:29 /api/mesure .................................. ~ 0.25ms
  2026-05-17 23:30:31 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:30:33 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:30:35 /api/mesure .................................. ~ 0.25ms
  2026-05-17 23:30:37 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:30:39 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:30:41 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:30:43 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:30:45 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:30:47 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:30:49 /api/mesure .................................. ~ 0.25ms
  2026-05-17 23:30:51 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:30:53 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:30:55 /api/mesure .................................. ~ 0.28ms
  2026-05-17 23:30:57 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:30:59 /api/mesure .................................. ~ 0.09ms
  2026-05-17 23:31:01 /api/mesure .................................. ~ 0.25ms
  2026-05-17 23:31:03 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:31:05 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:31:07 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:31:09 /api/mesure .................................. ~ 0.33ms
  2026-05-17 23:31:11 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:31:13 /api/mesure .................................. ~ 0.13ms
  2026-05-17 23:31:15 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:31:17 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:31:19 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:31:21 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:31:23 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:31:25 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:31:27 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:31:29 /api/mesure .................................. ~ 0.25ms
  2026-05-17 23:31:31 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:31:33 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:31:35 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:31:37 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:31:39 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:31:41 /api/mesure .................................. ~ 0.25ms
  2026-05-17 23:31:43 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:31:45 /api/mesure .................................. ~ 0.25ms
  2026-05-17 23:31:47 /api/mesure .................................. ~ 0.27ms
  2026-05-17 23:31:49 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:31:51 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:31:53 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:31:55 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:31:57 /api/mesure .................................. ~ 0.27ms
  2026-05-17 23:31:59 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:32:01 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:32:03 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:32:05 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:32:07 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:32:09 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:32:11 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:32:13 /api/mesure .................................. ~ 0.28ms
  2026-05-17 23:32:15 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:32:17 /api/mesure .................................. ~ 0.30ms
  2026-05-17 23:32:19 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:32:21 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:32:23 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:32:25 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:32:27 /api/mesure .................................. ~ 0.27ms
  2026-05-17 23:32:29 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:32:31 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:32:33 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:32:35 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:32:37 /api/mesure .................................. ~ 0.29ms
  2026-05-17 23:32:39 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:32:41 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:32:43 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:32:45 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:32:47 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:32:49 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:32:51 /api/mesure .................................. ~ 0.28ms
  2026-05-17 23:32:53 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:32:55 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:32:57 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:32:59 /api/mesure .................................. ~ 0.25ms
  2026-05-17 23:33:01 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:33:03 /api/mesure .................................. ~ 0.24ms
  2026-05-17 23:33:05 /api/mesure .................................. ~ 0.27ms
  2026-05-17 23:33:07 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:33:09 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:33:11 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:33:13 /api/mesure .................................. ~ 0.27ms
  2026-05-17 23:33:15 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:33:17 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:33:19 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:33:21 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:33:23 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:33:25 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:33:27 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:33:29 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:33:31 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:33:33 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:33:35 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:33:37 /api/mesure .................................. ~ 0.28ms
  2026-05-17 23:33:39 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:33:41 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:33:43 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:33:45 /api/mesure .................................. ~ 0.29ms
  2026-05-17 23:33:47 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:33:49 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:33:51 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:33:53 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:33:55 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:33:57 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:33:59 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:34:01 /api/mesure .................................. ~ 0.35ms
  2026-05-17 23:34:03 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:34:05 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:34:07 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:34:09 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:34:11 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:34:13 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:34:15 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:34:17 /api/mesure .................................. ~ 0.28ms
  2026-05-17 23:34:19 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:34:21 /api/mesure .................................. ~ 0.13ms
  2026-05-17 23:34:23 /api/mesure .................................. ~ 0.09ms
  2026-05-17 23:34:25 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:34:27 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:34:29 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:34:31 /api/mesure .................................. ~ 0.34ms
  2026-05-17 23:34:33 /api/mesure .................................. ~ 0.09ms
  2026-05-17 23:34:35 /api/mesure .................................. ~ 0.31ms
  2026-05-17 23:34:37 /api/mesure .................................. ~ 0.09ms
  2026-05-17 23:34:39 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:34:40 /sw.js ....................................... ~ 0.13ms
  2026-05-17 23:34:41 /api/mesure .................................. ~ 0.09ms
  2026-05-17 23:34:43 /api/mesure .................................. ~ 0.24ms
  2026-05-17 23:34:45 /api/mesure .................................. ~ 0.10ms
  2026-05-17 23:34:47 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:34:49 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:34:51 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:34:52 /dashboard ................................... ~ 0.23ms
  2026-05-17 23:34:52 /api/mesure .................................. ~ 1.89ms
  2026-05-17 23:34:54 /sw.js ....................................... ~ 0.22ms
  2026-05-17 23:34:56 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:34:59 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:35:02 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:35:05 /api/mesure .................................. ~ 0.30ms
  2026-05-17 23:35:08 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:35:11 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:35:14 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:35:17 /api/mesure .................................. ~ 0.27ms
  2026-05-17 23:35:20 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:35:23 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:35:26 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:35:29 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:35:32 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:35:35 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:35:38 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:35:41 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:35:44 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:35:47 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:35:50 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:35:53 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:35:56 /api/mesure .................................. ~ 0.31ms
  2026-05-17 23:35:59 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:36:02 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:36:05 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:36:08 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:36:11 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:36:14 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:36:17 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:36:20 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:36:23 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:36:26 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:36:29 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:36:32 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:36:35 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:36:38 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:36:41 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:36:44 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:36:47 /api/mesure .................................. ~ 0.09ms
  2026-05-17 23:36:50 /api/mesure .................................. ~ 0.35ms
  2026-05-17 23:36:53 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:36:56 /api/mesure .................................. ~ 0.09ms
  2026-05-17 23:36:59 /api/mesure .................................. ~ 0.17ms
  2026-05-17 23:36:59 /dashboard ................................... ~ 0.19ms
  2026-05-17 23:36:59 /api/mesure ................................ ~ 500.65ms
  2026-05-17 23:37:01 /sw.js ....................................... ~ 0.22ms
  2026-05-17 23:37:02 /api/mesure ................................ ~ 500.29ms
  2026-05-17 23:37:05 /api/mesure ................................ ~ 500.30ms
  2026-05-17 23:37:08 /api/mesure ................................ ~ 500.54ms
  2026-05-17 23:37:11 /api/mesure ................................ ~ 500.57ms
  2026-05-17 23:37:14 /api/mesure ................................ ~ 500.55ms
  2026-05-17 23:37:17 /api/mesure ................................ ~ 500.56ms
  2026-05-17 23:37:20 /api/mesure ................................ ~ 500.66ms
  2026-05-17 23:37:23 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:37:26 /api/mesure .................................. ~ 0.39ms
  2026-05-17 23:37:29 /api/mesure .................................. ~ 0.28ms
  2026-05-17 23:37:32 /api/mesure .................................. ~ 0.28ms
  2026-05-17 23:37:35 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:37:38 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:37:41 /api/mesure .................................. ~ 0.28ms
  2026-05-17 23:37:44 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:37:47 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:37:50 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:37:53 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:37:56 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:37:59 /api/mesure .................................. ~ 0.24ms
  2026-05-17 23:38:02 /api/mesure .................................. ~ 0.25ms
  2026-05-17 23:38:05 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:38:08 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:38:11 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:38:14 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:38:17 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:38:20 /api/mesure .................................. ~ 0.25ms
  2026-05-17 23:38:23 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:38:26 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:38:29 /api/mesure .................................. ~ 0.09ms
  2026-05-17 23:38:32 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:38:35 /api/mesure .................................. ~ 0.16ms
  2026-05-17 23:38:38 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:38:41 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:38:44 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:38:47 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:38:50 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:38:53 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:38:56 /api/mesure .................................. ~ 0.30ms
  2026-05-17 23:38:59 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:39:02 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:39:05 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:39:08 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:39:11 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:39:14 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:39:17 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:39:20 /api/mesure .................................. ~ 0.27ms
  2026-05-17 23:39:23 /api/mesure .................................. ~ 0.27ms
  2026-05-17 23:39:26 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:39:29 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:39:32 /api/mesure .................................. ~ 0.25ms
  2026-05-17 23:39:35 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:39:38 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:39:41 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:39:44 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:39:47 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:39:50 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:39:53 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:39:56 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:39:59 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:40:02 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:40:05 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:40:08 /api/mesure .................................. ~ 0.33ms
  2026-05-17 23:40:10 /sw.js ....................................... ~ 0.21ms
  2026-05-17 23:40:11 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:40:14 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:40:17 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:40:20 /api/mesure .................................. ~ 0.29ms
  2026-05-17 23:40:23 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:40:26 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:40:29 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:40:32 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:40:35 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:40:38 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:40:41 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:40:44 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:40:47 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:40:50 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:40:53 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:40:56 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:40:59 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:41:02 /api/mesure .................................. ~ 0.25ms
  2026-05-17 23:41:05 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:41:08 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:41:11 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:41:14 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:41:17 /api/mesure .................................. ~ 0.30ms
  2026-05-17 23:41:20 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:41:23 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:41:26 /api/mesure .................................. ~ 0.22ms
